  x,y,z,rho,u,v,w,p
     6.271190,      0.296874,      0.000000,      0.713424,    261.953369,    -85.291046,      0.000000,  48867.769531
     6.440680,      0.243575,      0.000000,      0.759117,    280.693481,    -93.129158,      0.000000,  51552.445312
     6.610170,      0.200924,      0.000000,      0.809672,    295.981445,    -94.034569,      0.000000,  54806.945312
     6.779660,      0.171935,      0.000000,      0.867248,    308.367249,    -82.956818,      0.000000,  59298.496094
     6.949150,      0.158653,      0.000000,      0.904237,    314.069092,    -62.034004,      0.000000,  63195.371094
     7.118640,      0.157895,      0.000000,      0.907396,    314.933105,    -37.133514,      0.000000,  64746.808594
     7.288140,      0.157895,      0.000000,      0.902665,    315.403137,    -11.600468,      0.000000,  65559.117188
     7.457630,      0.157895,      0.000000,      0.903567,    313.942810,     11.908049,      0.000000,  66980.531250
     7.627120,      0.157895,      0.000000,      0.903390,    308.602417,     28.639931,      0.000000,  68190.101562
     7.796610,      0.157895,      0.000000,      0.888930,    297.876221,     34.900482,      0.000000,  67629.289062
     7.966100,      0.157895,      0.000000,      0.857738,    282.666382,     31.569960,      0.000000,  64961.539062
     8.135590,      0.157895,      0.000000,      0.819708,    266.318512,     23.100151,      0.000000,  61283.652344
     8.305090,      0.157895,      0.000000,      0.786032,    252.426193,     13.972399,      0.000000,  57900.339844
     8.474580,      0.157895,      0.000000,      0.761594,    242.360168,      6.688481,      0.000000,  55420.851562
     8.644070,      0.157895,      0.000000,      0.748762,    236.136627,      3.175962,      0.000000,  54115.007812
     8.813560,      0.157895,      0.000000,      0.747564,    234.814743,      3.066928,      0.000000,  53985.851562
     8.983050,      0.157895,      0.000000,      0.743160,    234.714722,     -1.493756,      0.000000,  53540.128906
     9.152540,      0.157895,      0.000000,      0.724239,    224.964035,     -7.249218,      0.000000,  51636.222656
     9.322030,      0.157895,      0.000000,      0.742697,    225.281372,      6.291370,      0.000000,  53553.632812
     9.491530,      0.157895,      0.000000,      0.758306,    253.809097,      5.685850,      0.000000,  55399.796875
     9.661020,      0.157895,      0.000000,      0.668276,    226.266876,    -79.004028,      0.000000,  48581.496094
     9.830510,      0.157895,      0.000000,      0.556345,     -8.568519,     98.779228,      0.000000,  40719.683594
    10.000000,      0.157895,      0.000000,      0.504186,    -94.768219,    287.096771,      0.000000,  25868.298828
     0.000000,      0.315789,      0.000000,      0.825857,    280.487061,      4.115337,      0.000000,  62056.808594
     0.169490,      0.315789,      0.000000,      0.833788,    282.947266,      5.889856,      0.000000,  62884.816406
     0.338980,      0.315789,      0.000000,      0.835538,    283.589539,      5.619936,      0.000000,  63070.410156
     0.508470,      0.315789,      0.000000,      0.807508,    274.306488,     -1.142301,      0.000000,  60189.457031
     0.677970,      0.315789,      0.000000,      0.764384,    257.281067,     -9.794978,      0.000000,  55736.621094
     0.847460,      0.315789,      0.000000,      0.735662,    242.629135,    -12.829207,      0.000000,  52761.351562
     1.016950,      0.315789,      0.000000,      0.733576,    237.507965,     -8.215263,      0.000000,  52563.546875
     1.186440,      0.315789,      0.000000,      0.746984,    239.331360,     -0.819981,      0.000000,  53964.722656
     1.355930,      0.315789,      0.000000,      0.758700,    241.832581,      4.274509,      0.000000,  55166.851562
     1.525420,      0.315789,      0.000000,      0.760608,    241.837433,      5.712451,      0.000000,  55348.902344
     1.694920,      0.315789,      0.000000,      0.754771,    239.680511,      4.810349,      0.000000,  54740.746094
     1.864410,      0.315789,      0.000000,      0.746965,    237.109955,      3.533709,      0.000000,  53939.246094
     2.033900,      0.315789,      0.000000,      0.740605,    235.576736,      2.857945,      0.000000,  53291.335938
     2.203390,      0.315789,      0.000000,      0.734159,    234.901123,      2.066438,      0.000000,  52640.429688
     2.372880,      0.315789,      0.000000,      0.725381,    233.701721,      1.249193,      0.000000,  51760.296875
     2.542370,      0.315789,      0.000000,      0.718514,    233.579590,      2.473016,      0.000000,  51085.839844
     2.711860,      0.315789,      0.000000,      0.715849,    238.376831,      4.925527,      0.000000,  50730.605469
     2.881360,      0.315789,      0.000000,      0.729990,    254.492035,      4.674608,      0.000000,  51185.152344
     3.050850,      0.316505,      0.000000,      0.764466,    277.370026,      2.637230,      0.000000,  52651.242188
     3.220340,      0.329049,      0.000000,      0.803005,    295.387115,      5.802108,      0.000000,  54585.785156
     3.389830,      0.356428,      0.000000,      0.846149,    307.543060,     20.460075,      0.000000,  57715.628906
     3.559320,      0.396709,      0.000000,      0.899126,    316.049255,     46.953003,      0.000000,  62709.816406
     3.728810,      0.447047,      0.000000,      0.953097,    320.399475,     79.229774,      0.000000,  68706.664062
     3.898310,      0.503890,      0.000000,      0.989483,    317.966248,    109.027458,      0.000000,  73832.992188
     4.067800,      0.563247,      0.000000,      0.993393,    305.844971,    129.645706,      0.000000,  76499.359375
     4.237290,      0.620931,      0.000000,      0.961590,    282.001129,    137.091843,      0.000000,  76094.273438
     4.406780,      0.672870,      0.000000,      0.900385,    246.492996,    130.227997,      0.000000,  72685.132812
     4.576270,      0.715415,      0.000000,      0.820065,    203.073532,    110.948837,      0.000000,  66587.992188
     4.745760,      0.745558,      0.000000,      0.732287,    159.256744,     83.600563,      0.000000,  58608.492188
     4.915250,      0.761181,      0.000000,      0.649707,    123.736626,     53.254242,      0.000000,  50309.457031
     5.084750,      0.761181,      0.000000,      0.583964,    103.113792,     23.916601,      0.000000,  43405.667969
     5.254240,      0.745558,      0.000000,      0.542354,    100.042122,     -1.992129,      0.000000,  38899.394531
     5.423730,      0.715415,      0.000000,      0.526505,    113.119987,    -23.391705,      0.000000,  36893.980469
     5.593220,      0.672870,      0.000000,      0.533071,    137.746490,    -40.659008,      0.000000,  36886.238281
     5.762710,      0.620931,      0.000000,      0.554551,    167.470062,    -55.577496,      0.000000,  38020.261719
     5.932200,      0.563247,      0.000000,      0.580927,    196.001343,    -70.118813,      0.000000,  39327.402344
     6.101700,      0.503890,      0.000000,      0.604665,    219.751343,    -84.680115,      0.000000,  40190.625000
     6.271190,      0.447047,      0.000000,      0.625293,    238.944687,    -97.936180,      0.000000,  40671.074219
     6.440680,      0.396709,      0.000000,      0.647107,    255.337692,   -108.032036,      0.000000,  41220.363281
     6.610170,      0.356428,      0.000000,      0.679009,    270.490631,   -110.691513,      0.000000,  42711.457031
     6.779660,      0.329049,      0.000000,      0.729474,    285.305420,    -99.934303,      0.000000,  46345.351562
     6.949150,      0.316505,      0.000000,      0.779129,    294.026611,    -77.490448,      0.000000,  51185.742188
     7.118640,      0.315789,      0.000000,      0.822979,    298.156158,    -48.030010,      0.000000,  56628.964844
     7.288140,      0.315789,      0.000000,      0.875688,    303.413330,    -15.664541,      0.000000,  63265.144531
     7.457630,      0.315789,      0.000000,      0.924760,    307.216034,     13.356107,      0.000000,  69606.718750
     7.627120,      0.315789,      0.000000,      0.948383,    305.695892,     32.365479,      0.000000,  73165.281250
     7.796610,      0.315789,      0.000000,      0.934353,    296.960571,     38.572353,      0.000000,  72505.257812
     7.966100,      0.315789,      0.000000,      0.891092,    282.463562,     34.231159,      0.000000,  68474.367188
     8.135590,      0.315789,      0.000000,      0.839238,    266.178650,     24.608288,      0.000000,  63308.222656
     8.305090,      0.315789,      0.000000,      0.795386,    252.166901,     14.616113,      0.000000,  58857.304688
     8.474580,      0.315789,      0.000000,      0.765490,    242.088654,      6.963496,      0.000000,  55814.972656
     8.644070,      0.315789,      0.000000,      0.750542,    236.059769,      3.319428,      0.000000,  54294.195312
     8.813560,      0.315789,      0.000000,      0.747038,    234.721054,      2.558828,      0.000000,  53934.140625
     8.983050,      0.315789,      0.000000,      0.740594,    234.058762,     -2.509668,      0.000000,  53283.023438
     9.152540,      0.315789,      0.000000,      0.728792,    225.201187,     -6.238887,      0.000000,  52091.402344
     9.322030,      0.315789,      0.000000,      0.755473,    228.846756,      6.521484,      0.000000,  54767.714844
     9.491530,      0.315789,      0.000000,      0.756620,    253.885681,     -1.656629,      0.000000,  54768.628906
     9.661020,      0.315789,      0.000000,      0.701945,    214.904053,    -69.196815,      0.000000,  50505.246094
     9.830510,      0.315789,      0.000000,      0.708299,     58.464058,     94.371986,      0.000000,  53900.710938
    10.000000,      0.315789,      0.000000,      0.675803,     71.830551,    142.692276,      0.000000,  49107.406250
     0.000000,      0.473684,      0.000000,      0.827907,    281.014496,      4.372286,      0.000000,  62271.464844
     0.169490,      0.473684,      0.000000,      0.832677,    282.774811,      5.190637,      0.000000,  62766.070312
     0.338980,      0.473684,      0.000000,      0.828651,    282.016357,      3.390704,      0.000000,  62348.640625
     0.508470,      0.473684,      0.000000,      0.798930,    271.850922,     -3.518510,      0.000000,  59278.570312
     0.677970,      0.473684,      0.000000,      0.763705,    256.462463,     -9.377717,      0.000000,  55623.347656
     0.847460,      0.473684,      0.000000,      0.749219,    246.081558,     -7.694865,      0.000000,  54125.285156
     1.016950,      0.473684,      0.000000,      0.759206,    244.993073,      0.363781,      0.000000,  55190.078125
     1.186440,      0.473684,      0.000000,      0.776528,    248.169540,      8.231991,      0.000000,  57000.523438
     1.355930,      0.473684,      0.000000,      0.784165,    249.535522,     11.621753,      0.000000,  57782.453125
     1.525420,      0.473684,      0.000000,      0.778259,    247.278809,     10.647825,      0.000000,  57158.773438
     1.694920,      0.473684,      0.000000,      0.765100,    242.917938,      7.652237,      0.000000,  55796.140625
     1.864410,      0.473684,      0.000000,      0.752280,    238.770126,      4.937592,      0.000000,  54479.621094
     2.033900,      0.473684,      0.000000,      0.742957,    236.258789,      3.346743,      0.000000,  53529.507812
     2.203390,      0.473684,      0.000000,      0.735177,    234.998108,      2.116828,      0.000000,  52743.882812
     2.372880,      0.473684,      0.000000,      0.727196,    233.690903,      1.562483,      0.000000,  51945.359375
     2.542370,      0.473684,      0.000000,      0.722833,    233.940140,      3.524801,      0.000000,  51527.097656
     2.711860,      0.473684,      0.000000,      0.721138,    238.660202,      6.134890,      0.000000,  51279.390625
     2.881360,      0.473684,      0.000000,      0.729729,    252.737534,      4.423346,      0.000000,  51233.242188
     3.050850,      0.474358,      0.000000,      0.750377,    272.323364,     -1.054990,      0.000000,  51433.640625
     3.220340,      0.486164,      0.000000,      0.771590,    287.723083,     -2.690125,      0.000000,  51735.730469
     3.389830,      0.511933,      0.000000,      0.800390,    298.434265,      7.589521,      0.000000,  53469.746094
     3.559320,      0.549844,      0.000000,      0.845673,    306.264496,     31.867287,      0.000000,  57707.871094
     3.728810,      0.597221,      0.000000,      0.900327,    310.071991,     64.424232,      0.000000,  63793.253906
     3.898310,      0.650720,      0.000000,      0.946298,    307.101074,     96.413643,      0.000000,  69883.921875
     4.067800,      0.706585,      0.000000,      0.967033,    295.191681,    120.634041,      0.000000,  74153.578125
     4.237290,      0.760876,      0.000000,      0.955194,    273.595062,    132.909485,      0.000000,  75528.234375
     4.406780,      0.809760,      0.000000,      0.912467,    243.237198,    131.867203,      0.000000,  73693.023438
     4.576270,      0.849802,      0.000000,      0.846106,    207.170395,    118.565422,      0.000000,  68871.445312
     4.745760,      0.878173,      0.000000,      0.766502,    170.485840,     95.816788,      0.000000,  61847.535156
     4.915250,      0.892876,      0.000000,      0.685892,    139.098801,     67.212357,      0.000000,  53994.152344
     5.084750,      0.892876,      0.000000,      0.616209,    118.159431,     36.281357,      0.000000,  46854.253906
     5.254240,      0.878173,      0.000000,      0.565940,    110.775505,      6.119866,      0.000000,  41501.921875
     5.423730,      0.849802,      0.000000,      0.538025,    117.054321,    -21.074053,      0.000000,  38236.898438
     5.593220,      0.809760,      0.000000,      0.529527,    133.672089,    -44.822407,      0.000000,  36672.308594
     5.762710,      0.760876,      0.000000,      0.532895,    154.923431,    -66.356606,      0.000000,  36010.035156
     5.932200,      0.706585,      0.000000,      0.539302,    175.279327,    -87.119659,      0.000000,  35441.214844
     6.101700,      0.650720,      0.000000,      0.544289,    192.164749,   -106.909309,      0.000000,  34637.996094
     6.271190,      0.597221,      0.000000,      0.551009,    207.033188,   -123.673553,      0.000000,  33944.515625
     6.440680,      0.549844,      0.000000,      0.566531,    222.792175,   -134.766373,      0.000000,  33990.199219
     6.610170,      0.511933,      0.000000,      0.600344,    241.426941,   -135.293671,      0.000000,  35665.417969
     6.779660,      0.486164,      0.000000,      0.658590,    262.393921,   -119.798218,      0.000000,  39973.800781
     6.949150,      0.474358,      0.000000,      0.721055,    276.886810,    -91.509666,      0.000000,  45918.691406
     7.118640,      0.473684,      0.000000,      0.783039,    285.584259,    -55.167812,      0.000000,  53067.359375
     7.288140,      0.473684,      0.000000,      0.855300,    294.465240,    -16.425005,      0.000000,  61643.757812
     7.457630,      0.473684,      0.000000,      0.918511,    300.716187,     16.016977,      0.000000,  69333.015625
     7.627120,      0.473684,      0.000000,      0.947192,    300.411804,     35.424065,      0.000000,  73259.507812
     7.796610,      0.473684,      0.000000,      0.931922,    292.264648,     40.525917,      0.000000,  72340.054688
     7.966100,      0.473684,      0.000000,      0.886269,    278.345337,     34.892719,      0.000000,  67991.742188
     8.135590,      0.473684,      0.000000,      0.833683,    262.886444,     24.424370,      0.000000,  62730.539062
     8.305090,      0.473684,      0.000000,      0.790765,    249.846939,     14.150043,      0.000000,  58378.132812
     8.474580,      0.473684,      0.000000,      0.762524,    240.690063,      6.622010,      0.000000,  55509.972656
     8.644070,      0.473684,      0.000000,      0.748751,    235.387421,      3.065271,      0.000000,  54112.027344
     8.813560,      0.473684,      0.000000,      0.744841,    234.261047,      1.989692,      0.000000,  53713.652344
     8.983050,      0.473684,      0.000000,      0.738809,    233.485489,     -2.623184,      0.000000,  53104.628906
     9.152540,      0.473684,      0.000000,      0.732156,    226.035889,     -4.018813,      0.000000,  52434.402344
     9.322030,      0.473684,      0.000000,      0.758853,    231.656815,      7.498943,      0.000000,  55073.046875
     9.491530,      0.473684,      0.000000,      0.747430,    253.222351,     -6.377198,      0.000000,  53613.210938
     9.661020,      0.473684,      0.000000,      0.709744,    210.969498,    -62.243999,      0.000000,  50587.714844
     9.830510,      0.473684,      0.000000,      0.768001,     93.558571,     98.162750,      0.000000,  58975.632812
    10.000000,      0.473684,      0.000000,      0.745683,    121.050957,    107.602638,      0.000000,  56317.984375
     0.000000,      0.631579,      0.000000,      0.828537,    281.427521,      4.039623,      0.000000,  62337.410156
     0.169490,      0.631579,      0.000000,      0.830061,    282.344727,      4.069958,      0.000000,  62490.945312
     0.338980,      0.631579,      0.000000,      0.821709,    280.268463,      1.301932,      0.000000,  61618.589844
     0.508470,      0.631579,      0.000000,      0.793650,    269.866394,     -4.776789,      0.000000,  58703.402344
     0.677970,      0.631579,      0.000000,      0.768542,    256.782135,     -7.106472,      0.000000,  56084.714844
     0.847460,      0.631579,      0.000000,      0.767748,    250.515549,     -0.961233,      0.000000,  56017.617188
     1.016950,      0.631579,      0.000000,      0.787366,    252.543625,      9.584632,      0.000000,  58092.382812
     1.186440,      0.631579,      0.000000,      0.806068,    256.316315,     17.166985,      0.000000,  60048.488281
     1.355930,      0.631579,      0.000000,      0.808162,    256.325439,     18.567215,      0.000000,  60257.570312
     1.525420,      0.631579,      0.000000,      0.794132,    251.931458,     15.181043,      0.000000,  58793.367188
     1.694920,      0.631579,      0.000000,      0.773933,    245.585129,     10.172317,      0.000000,  56702.402344
     1.864410,      0.631579,      0.000000,      0.756469,    240.037262,      6.102175,      0.000000,  54907.109375
     2.033900,      0.631579,      0.000000,      0.744599,    236.685944,      3.729054,      0.000000,  53696.285156
     2.203390,      0.631579,      0.000000,      0.736004,    235.014313,      2.254497,      0.000000,  52827.453125
     2.372880,      0.631579,      0.000000,      0.728825,    233.741745,      1.951708,      0.000000,  52109.652344
     2.542370,      0.631579,      0.000000,      0.725698,    234.211853,      4.150206,      0.000000,  51815.777344
     2.711860,      0.631579,      0.000000,      0.723565,    238.548965,      6.317438,      0.000000,  51529.867188
     2.881360,      0.631579,      0.000000,      0.728266,    250.898209,      3.501118,      0.000000,  51153.585938
     3.050850,      0.632211,      0.000000,      0.742822,    268.351929,     -3.358725,      0.000000,  50870.683594
     3.220340,      0.643279,      0.000000,      0.758377,    282.479828,     -6.709929,      0.000000,  50722.835938
     3.389830,      0.667437,      0.000000,      0.781136,    292.475677,      1.100672,      0.000000,  51921.066406
     3.559320,      0.702979,      0.000000,      0.818073,    299.297516,     22.185875,      0.000000,  55358.140625
     3.728810,      0.747395,      0.000000,      0.863100,    301.559692,     51.741848,      0.000000,  60485.109375
     3.898310,      0.797550,      0.000000,      0.902069,    297.003082,     82.016685,      0.000000,  65822.296875
