   10,      0.004312,      0.003064,      0.002121,      0.014555
   15,      0.004251,      0.003443,      0.002026,      0.014406
   20,      0.003943,      0.003327,      0.001953,      0.013867
   25,      0.003842,      0.003323,      0.001770,      0.014070
   30,      0.003893,      0.003432,      0.001649,      0.014560
   35,      0.003963,      0.003469,      0.001612,      0.014798
   40,      0.004034,      0.003505,      0.001553,      0.015044
   45,      0.004132,      0.003572,      0.001445,      0.015438
   50,      0.004204,      0.003636,      0.001351,      0.015657
   55,      0.004210,      0.003652,      0.001303,      0.015686
   60,      0.004225,      0.003703,      0.001245,      0.015762
   65,      0.004256,      0.003720,      0.001175,      0.015766
   70,      0.004299,      0.003759,      0.001153,      0.015871
   75,      0.004336,      0.003755,      0.001152,      0.015945
   80,      0.004371,      0.003751,      0.001171,      0.016049
   85,      0.004343,      0.003707,      0.001206,      0.015983
   90,      0.004266,      0.003690,      0.001240,      0.015813
   95,      0.004153,      0.003644,      0.001262,      0.015594
  100,      0.004043,      0.003600,      0.001283,      0.015384
  105,      0.003930,      0.003544,      0.001340,      0.015187
  110,      0.003851,      0.003475,      0.001407,      0.015022
  115,      0.003874,      0.003430,      0.001461,      0.015003
  120,      0.003960,      0.003402,      0.001504,      0.015146
  125,      0.004091,      0.003386,      0.001543,      0.015415
  130,      0.004224,      0.003392,      0.001564,      0.015707
  135,      0.004338,      0.003403,      0.001573,      0.015964
  140,      0.004399,      0.003411,      0.001564,      0.016086
  145,      0.004406,      0.003419,      0.001538,      0.016111
  150,      0.004370,      0.003433,      0.001510,      0.016053
  155,      0.004310,      0.003452,      0.001499,      0.015942
  160,      0.004245,      0.003472,      0.001484,      0.015800
  165,      0.004189,      0.003490,      0.001457,      0.015758
  170,      0.004171,      0.003492,      0.001418,      0.015778
  175,      0.004178,      0.003483,      0.001379,      0.015787
  180,      0.004191,      0.003452,      0.001346,      0.015752
  185,      0.004174,      0.003398,      0.001309,      0.015615
  190,      0.004143,      0.003328,      0.001271,      0.015404
  195,      0.004085,      0.003236,      0.001244,      0.015091
  200,      0.004019,      0.003135,      0.001217,      0.014711
  205,      0.003965,      0.003064,      0.001189,      0.014407
  210,      0.003906,      0.002996,      0.001168,      0.014099
  215,      0.003821,      0.002916,      0.001153,      0.013738
  220,      0.003726,      0.002830,      0.001134,      0.013362
  225,      0.003634,      0.002746,      0.001106,      0.013006
  230,      0.003523,      0.002657,      0.001075,      0.012587
  235,      0.003421,      0.002570,      0.001042,      0.012225
  240,      0.003347,      0.002498,      0.001015,      0.011912
  245,      0.003315,      0.002453,      0.000994,      0.011712
  250,      0.003269,      0.002419,      0.000974,      0.011551
  255,      0.003210,      0.002365,      0.000955,      0.011332
  260,      0.003131,      0.002311,      0.000940,      0.011059
  265,      0.003069,      0.002267,      0.000919,      0.010851
  270,      0.003045,      0.002224,      0.000892,      0.010711
  275,      0.003042,      0.002219,      0.000861,      0.010673
  280,      0.003039,      0.002208,      0.000839,      0.010633
  285,      0.003020,      0.002169,      0.000838,      0.010493
  290,      0.002952,      0.002102,      0.000842,      0.010192
  295,      0.002823,      0.001974,      0.000846,      0.009645
  300,      0.002623,      0.001782,      0.000849,      0.008813
  305,      0.002373,      0.001534,      0.000848,      0.007770
  310,      0.002152,      0.001296,      0.000843,      0.006819
  315,      0.002114,      0.001165,      0.000834,      0.006418
  320,      0.002122,      0.001158,      0.000820,      0.006406
  325,      0.002031,      0.001062,      0.000803,      0.006017
  330,      0.001912,      0.000930,      0.000784,      0.005505
  335,      0.001860,      0.000846,      0.000764,      0.005234
  340,      0.001833,      0.000806,      0.000744,      0.005046
  345,      0.001766,      0.000757,      0.000723,      0.004764
  350,      0.001688,      0.000700,      0.000703,      0.004443
  355,      0.001627,      0.000672,      0.000685,      0.004202
  360,      0.001562,      0.000651,      0.000670,      0.003979
  365,      0.001502,      0.000629,      0.000657,      0.003791
  370,      0.001479,      0.000624,      0.000643,      0.003763
  375,      0.001451,      0.000617,      0.000628,      0.003732
  380,      0.001423,      0.000602,      0.000611,      0.003712
  385,      0.001425,      0.000603,      0.000594,      0.003764
  390,      0.001432,      0.000619,      0.000578,      0.003838
  395,      0.001434,      0.000627,      0.000560,      0.003888
  400,      0.001438,      0.000632,      0.000540,      0.003921
  405,      0.001433,      0.000625,      0.000519,      0.003890
  410,      0.001419,      0.000610,      0.000498,      0.003818
  415,      0.001403,      0.000596,      0.000476,      0.003737
  420,      0.001381,      0.000582,      0.000454,      0.003641
  425,      0.001353,      0.000567,      0.000431,      0.003528
  430,      0.001321,      0.000552,      0.000409,      0.003403
  435,      0.001288,      0.000539,      0.000387,      0.003272
  440,      0.001258,      0.000529,      0.000365,      0.003153
  445,      0.001232,      0.000525,      0.000344,      0.003053
  450,      0.001210,      0.000526,      0.000324,      0.002984
  455,      0.001193,      0.000532,      0.000304,      0.002960
